product,price,quantity,date,region
chartreuse morsel,$3.00 ,457,11/24/2021,south
chartreuse morsel,$3.00 ,419,11/24/2021,east
chartreuse morsel,$3.00 ,485,11/24/2021,west
periwinkle morsel,$1.25 ,438,11/24/2021,north
periwinkle morsel,$1.25 ,490,11/24/2021,south
periwinkle morsel,$1.25 ,500,11/24/2021,east
periwinkle morsel,$1.25 ,415,11/24/2021,west
vermilion morsel,$4.99 ,428,11/24/2021,north
vermilion morsel,$4.99 ,460,11/24/2021,south
vermilion morsel,$4.99 ,456,11/24/2021,east
vermilion morsel,$4.99 ,480,11/24/2021,west
lapis morsel,$1.99 ,432,11/24/2021,north
lapis morsel,$1.99 ,458,11/24/2021,south
lapis morsel,$1.99 ,453,11/24/2021,east
lapis morsel,$1.99 ,451,11/24/2021,west
pink morsel,$5.00 ,482,11/25/2021,north
pink morsel,$5.00 ,497,11/25/2021,south
pink morsel,$5.00 ,489,11/25/2021,east
pink morsel,$5.00 ,457,11/25/2021,west
gold morsel,$9.99 ,425,11/25/2021,north
gold morsel,$9.99 ,421,11/25/2021,south
gold morsel,$9.99 ,405,11/25/2021,east
gold morsel,$9.99 ,418,11/25/2021,west
magenta morsel,$2.50 ,496,11/25/2021,north
magenta morsel,$2.50 ,475,11/25/2021,south
magenta morsel,$2.50 ,497,11/25/2021,east
magenta morsel,$2.50 ,483,11/25/2021,west
chartreuse morsel,$3.00 ,493,11/25/2021,north
chartreuse morsel,$3.00 ,405,11/25/2021,south
chartreuse morsel,$3.00 ,488,11/25/2021,east
chartreuse morsel,$3.00 ,411,11/25/2021,west
periwinkle morsel,$1.25 ,473,11/25/2021,north
periwinkle morsel,$1.25 ,450,11/25/2021,south
periwinkle morsel,$1.25 ,488,11/25/2021,east
periwinkle morsel,$1.25 ,469,11/25/2021,west
vermilion morsel,$4.99 ,471,11/25/2021,north
vermilion morsel,$4.99 ,440,11/25/2021,south
vermilion morsel,$4.99 ,496,11/25/2021,east
vermilion morsel,$4.99 ,422,11/25/2021,west
lapis morsel,$1.99 ,408,11/25/2021,north
lapis morsel,$1.99 ,469,11/25/2021,south
lapis morsel,$1.99 ,474,11/25/2021,east
lapis morsel,$1.99 ,455,11/25/2021,west
pink morsel,$5.00 ,498,11/26/2021,north
pink morsel,$5.00 ,443,11/26/2021,south
pink morsel,$5.00 ,403,11/26/2021,east
pink morsel,$5.00 ,414,11/26/2021,west
gold morsel,$9.99 ,447,11/26/2021,north
gold morsel,$9.99 ,485,11/26/2021,south
gold morsel,$9.99 ,437,11/26/2021,east
gold morsel,$9.99 ,430,11/26/2021,west
magenta morsel,$2.50 ,470,11/26/2021,north
magenta morsel,$2.50 ,473,11/26/2021,south
magenta morsel,$2.50 ,437,11/26/2021,east
magenta morsel,$2.50 ,415,11/26/2021,west
chartreuse morsel,$3.00 ,451,11/26/2021,north
chartreuse morsel,$3.00 ,471,11/26/2021,south
chartreuse morsel,$3.00 ,451,11/26/2021,east
chartreuse morsel,$3.00 ,431,11/26/2021,west
periwinkle morsel,$1.25 ,483,11/26/2021,north
periwinkle morsel,$1.25 ,409,11/26/2021,south
periwinkle morsel,$1.25 ,453,11/26/2021,east
periwinkle morsel,$1.25 ,459,11/26/2021,west
vermilion morsel,$4.99 ,469,11/26/2021,north
vermilion morsel,$4.99 ,491,11/26/2021,south
vermilion morsel,$4.99 ,442,11/26/2021,east
vermilion morsel,$4.99 ,418,11/26/2021,west
lapis morsel,$1.99 ,433,11/26/2021,north
lapis morsel,$1.99 ,424,11/26/2021,south
lapis morsel,$1.99 ,403,11/26/2021,east
lapis morsel,$1.99 ,411,11/26/2021,west
pink morsel,$5.00 ,434,11/27/2021,north
pink morsel,$5.00 ,447,11/27/2021,south
pink morsel,$5.00 ,429,11/27/2021,east
pink morsel,$5.00 ,474,11/27/2021,west
gold morsel,$9.99 ,434,11/27/2021,north
gold morsel,$9.99 ,480,11/27/2021,south
gold morsel,$9.99 ,491,11/27/2021,east
gold morsel,$9.99 ,488,11/27/2021,west
magenta morsel,$2.50 ,467,11/27/2021,north
magenta morsel,$2.50 ,498,11/27/2021,south
magenta morsel,$2.50 ,454,11/27/2021,east
magenta morsel,$2.50 ,402,11/27/2021,west
chartreuse morsel,$3.00 ,415,11/27/2021,north
chartreuse morsel,$3.00 ,462,11/27/2021,south
chartreuse morsel,$3.00 ,462,11/27/2021,east
chartreuse morsel,$3.00 ,489,11/27/2021,west
periwinkle morsel,$1.25 ,423,11/27/2021,north
periwinkle morsel,$1.25 ,442,11/27/2021,south
periwinkle morsel,$1.25 ,489,11/27/2021,east
periwinkle morsel,$1.25 ,428,11/27/2021,west
vermilion morsel,$4.99 ,465,11/27/2021,north
vermilion morsel,$4.99 ,409,11/27/2021,south
vermilion morsel,$4.99 ,445,11/27/2021,east
vermilion morsel,$4.99 ,445,11/27/2021,west
lapis morsel,$1.99 ,440,11/27/2021,north
lapis morsel,$1.99 ,428,11/27/2021,south
lapis morsel,$1.99 ,431,11/27/2021,east
lapis morsel,$1.99 ,485,11/27/2021,west
pink morsel,$5.00 ,407,11/28/2021,north
pink morsel,$5.00 ,467,11/28/2021,south
pink morsel,$5.00 ,478,11/28/2021,east
pink morsel,$5.00 ,500,11/28/2021,west
gold morsel,$9.99 ,443,11/28/2021,north
gold morsel,$9.99 ,429,11/28/2021,south
gold morsel,$9.99 ,422,11/28/2021,east
gold morsel,$9.99 ,479,11/28/2021,west
magenta morsel,$2.50 ,496,11/28/2021,north
magenta morsel,$2.50 ,490,11/28/2021,south
magenta morsel,$2.50 ,467,11/28/2021,east
magenta morsel,$2.50 ,413,11/28/2021,west
chartreuse morsel,$3.00 ,413,11/28/2021,north
chartreuse morsel,$3.00 ,429,11/28/2021,south
chartreuse morsel,$3.00 ,405,11/28/2021,east
chartreuse morsel,$3.00 ,453,11/28/2021,west
periwinkle morsel,$1.25 ,419,11/28/2021,north
periwinkle morsel,$1.25 ,490,11/28/2021,south
periwinkle morsel,$1.25 ,462,11/28/2021,east
periwinkle morsel,$1.25 ,411,11/28/2021,west
vermilion morsel,$4.99 ,438,11/28/2021,north
vermilion morsel,$4.99 ,493,11/28/2021,south
vermilion morsel,$4.99 ,400,11/28/2021,east
vermilion morsel,$4.99 ,491,11/28/2021,west
lapis morsel,$1.99 ,478,11/28/2021,north
lapis morsel,$1.99 ,454,11/28/2021,south
lapis morsel,$1.99 ,428,11/28/2021,east
lapis morsel,$1.99 ,400,11/28/2021,west
pink morsel,$5.00 ,436,11/29/2021,north
pink morsel,$5.00 ,499,11/29/2021,south
pink morsel,$5.00 ,434,11/29/2021,east
pink morsel,$5.00 ,455,11/29/2021,west
gold morsel,$9.99 ,419,11/29/2021,north
gold morsel,$9.99 ,429,11/29/2021,south
gold morsel,$9.99 ,414,11/29/2021,east
gold morsel,$9.99 ,410,11/29/2021,west
magenta morsel,$2.50 ,458,11/29/2021,north
magenta morsel,$2.50 ,472,11/29/2021,south
magenta morsel,$2.50 ,424,11/29/2021,east
magenta morsel,$2.50 ,406,11/29/2021,west
chartreuse morsel,$3.00 ,446,11/29/2021,north
chartreuse morsel,$3.00 ,481,11/29/2021,south
chartreuse morsel,$3.00 ,407,11/29/2021,east
chartreuse morsel,$3.00 ,487,11/29/2021,west
periwinkle morsel,$1.25 ,427,11/29/2021,north
periwinkle morsel,$1.25 ,499,11/29/2021,south
periwinkle morsel,$1.25 ,455,11/29/2021,east
periwinkle morsel,$1.25 ,406,11/29/2021,west
vermilion morsel,$4.99 ,447,11/29/2021,north
vermilion morsel,$4.99 ,410,11/29/2021,south
vermilion morsel,$4.99 ,492,11/29/2021,east
vermilion morsel,$4.99 ,438,11/29/2021,west
lapis morsel,$1.99 ,426,11/29/2021,north
lapis morsel,$1.99 ,495,11/29/2021,south
lapis morsel,$1.99 ,448,11/29/2021,east
lapis morsel,$1.99 ,498,11/29/2021,west
pink morsel,$5.00 ,453,11/30/2021,north
pink morsel,$5.00 ,407,11/30/2021,south
pink morsel,$5.00 ,496,11/30/2021,east
pink morsel,$5.00 ,478,11/30/2021,west
gold morsel,$9.99 ,419,11/30/2021,north
gold morsel,$9.99 ,455,11/30/2021,south
gold morsel,$9.99 ,402,11/30/2021,east
gold morsel,$9.99 ,438,11/30/2021,west
magenta morsel,$2.50 ,428,11/30/2021,north
magenta morsel,$2.50 ,426,11/30/2021,south
magenta morsel,$2.50 ,481,11/30/2021,east
magenta morsel,$2.50 ,498,11/30/2021,west
chartreuse morsel,$3.00 ,410,11/30/2021,north
chartreuse morsel,$3.00 ,435,11/30/2021,south
chartreuse morsel,$3.00 ,407,11/30/2021,east
chartreuse morsel,$3.00 ,439,11/30/2021,west
periwinkle morsel,$1.25 ,486,11/30/2021,north
periwinkle morsel,$1.25 ,472,11/30/2021,south
periwinkle morsel,$1.25 ,411,11/30/2021,east
periwinkle morsel,$1.25 ,491,11/30/2021,west
vermilion morsel,$4.99 ,429,11/30/2021,north
vermilion morsel,$4.99 ,488,11/30/2021,south
vermilion morsel,$4.99 ,409,11/30/2021,east
vermilion morsel,$4.99 ,469,11/30/2021,west
lapis morsel,$1.99 ,411,11/30/2021,north
lapis morsel,$1.99 ,409,11/30/2021,south
lapis morsel,$1.99 ,426,11/30/2021,east
lapis morsel,$1.99 ,453,11/30/2021,west
pink morsel,$5.00 ,483,12/1/2021,north
pink morsel,$5.00 ,455,12/1/2021,south
pink morsel,$5.00 ,420,12/1/2021,east
pink morsel,$5.00 ,421,12/1/2021,west
gold morsel,$9.99 ,443,12/1/2021,north
gold morsel,$9.99 ,470,12/1/2021,south
gold morsel,$9.99 ,452,12/1/2021,east
gold morsel,$9.99 ,460,12/1/2021,west
magenta morsel,$2.50 ,424,12/1/2021,north
magenta morsel,$2.50 ,487,12/1/2021,south
magenta morsel,$2.50 ,400,12/1/2021,east
magenta morsel,$2.50 ,450,12/1/2021,west
chartreuse morsel,$3.00 ,488,12/1/2021,north
chartreuse morsel,$3.00 ,477,12/1/2021,south
chartreuse morsel,$3.00 ,433,12/1/2021,east
chartreuse morsel,$3.00 ,491,12/1/2021,west
periwinkle morsel,$1.25 ,428,12/1/2021,north
periwinkle morsel,$1.25 ,494,12/1/2021,south
periwinkle morsel,$1.25 ,400,12/1/2021,east
periwinkle morsel,$1.25 ,490,12/1/2021,west
vermilion morsel,$4.99 ,460,12/1/2021,north
vermilion morsel,$4.99 ,428,12/1/2021,south
vermilion morsel,$4.99 ,478,12/1/2021,east
vermilion morsel,$4.99 ,490,12/1/2021,west
lapis morsel,$1.99 ,480,12/1/2021,north
lapis morsel,$1.99 ,464,12/1/2021,south
lapis morsel,$1.99 ,466,12/1/2021,east
lapis morsel,$1.99 ,415,12/1/2021,west
pink morsel,$5.00 ,466,12/2/2021,north
pink morsel,$5.00 ,434,12/2/2021,south
pink morsel,$5.00 ,492,12/2/2021,east
pink morsel,$5.00 ,440,12/2/2021,west
gold morsel,$9.99 ,462,12/2/2021,north
gold morsel,$9.99 ,426,12/2/2021,south
gold morsel,$9.99 ,492,12/2/2021,east
gold morsel,$9.99 ,414,12/2/2021,west
magenta morsel,$2.50 ,449,12/2/2021,north
magenta morsel,$2.50 ,408,12/2/2021,south
magenta morsel,$2.50 ,420,12/2/2021,east
magenta morsel,$2.50 ,481,12/2/2021,west
chartreuse morsel,$3.00 ,438,12/2/2021,north
chartreuse morsel,$3.00 ,477,12/2/2021,south
chartreuse morsel,$3.00 ,411,12/2/2021,east
chartreuse morsel,$3.00 ,454,12/2/2021,west
periwinkle morsel,$1.25 ,444,12/2/2021,north
periwinkle morsel,$1.25 ,441,12/2/2021,south
periwinkle morsel,$1.25 ,455,12/2/2021,east
periwinkle morsel,$1.25 ,484,12/2/2021,west
vermilion morsel,$4.99 ,442,12/2/2021,north
vermilion morsel,$4.99 ,485,12/2/2021,south
vermilion morsel,$4.99 ,421,12/2/2021,east
vermilion morsel,$4.99 ,459,12/2/2021,west
lapis morsel,$1.99 ,432,12/2/2021,north
lapis morsel,$1.99 ,416,12/2/2021,south
lapis morsel,$1.99 ,411,12/2/2021,east
lapis morsel,$1.99 ,453,12/2/2021,west
pink morsel,$5.00 ,445,12/3/2021,north
pink morsel,$5.00 ,470,12/3/2021,south
pink morsel,$5.00 ,425,12/3/2021,east
pink morsel,$5.00 ,449,12/3/2021,west
gold morsel,$9.99 ,444,12/3/2021,north
gold morsel,$9.99 ,421,12/3/2021,south
gold morsel,$9.99 ,482,12/3/2021,east
gold morsel,$9.99 ,422,12/3/2021,west
magenta morsel,$2.50 ,491,12/3/2021,north
magenta morsel,$2.50 ,446,12/3/2021,south
magenta morsel,$2.50 ,408,12/3/2021,east
magenta morsel,$2.50 ,402,12/3/2021,west
chartreuse morsel,$3.00 ,454,12/3/2021,north
chartreuse morsel,$3.00 ,419,12/3/2021,south
chartreuse morsel,$3.00 ,436,12/3/2021,east
chartreuse morsel,$3.00 ,489,12/3/2021,west
periwinkle morsel,$1.25 ,443,12/3/2021,north
periwinkle morsel,$1.25 ,417,12/3/2021,south
periwinkle morsel,$1.25 ,424,12/3/2021,east
periwinkle morsel,$1.25 ,419,12/3/2021,west
vermilion morsel,$4.99 ,478,12/3/2021,north
vermilion morsel,$4.99 ,492,12/3/2021,south
vermilion morsel,$4.99 ,463,12/3/2021,east
vermilion morsel,$4.99 ,433,12/3/2021,west
lapis morsel,$1.99 ,421,12/3/2021,north
lapis morsel,$1.99 ,420,12/3/2021,south
lapis morsel,$1.99 ,404,12/3/2021,east
lapis morsel,$1.99 ,465,12/3/2021,west
pink morsel,$5.00 ,405,12/4/2021,north
pink morsel,$5.00 ,402,12/4/2021,south
pink morsel,$5.00 ,401,12/4/2021,east
pink morsel,$5.00 ,491,12/4/2021,west
gold morsel,$9.99 ,444,12/4/2021,north
gold morsel,$9.99 ,404,12/4/2021,south
gold morsel,$9.99 ,402,12/4/2021,east
gold morsel,$9.99 ,402,12/4/2021,west
magenta morsel,$2.50 ,423,12/4/2021,north
magenta morsel,$2.50 ,474,12/4/2021,south
magenta morsel,$2.50 ,469,12/4/2021,east
magenta morsel,$2.50 ,466,12/4/2021,west
chartreuse morsel,$3.00 ,460,12/4/2021,north
chartreuse morsel,$3.00 ,450,12/4/2021,south
chartreuse morsel,$3.00 ,497,12/4/2021,east
chartreuse morsel,$3.00 ,477,12/4/2021,west
periwinkle morsel,$1.25 ,449,12/4/2021,north
periwinkle morsel,$1.25 ,497,12/4/2021,south
periwinkle morsel,$1.25 ,445,12/4/2021,east
periwinkle morsel,$1.25 ,464,12/4/2021,west
vermilion morsel,$4.99 ,430,12/4/2021,north
vermilion morsel,$4.99 ,419,12/4/2021,south
vermilion morsel,$4.99 ,485,12/4/2021,east
vermilion morsel,$4.99 ,406,12/4/2021,west
lapis morsel,$1.99 ,423,12/4/2021,north
lapis morsel,$1.99 ,462,12/4/2021,south
lapis morsel,$1.99 ,489,12/4/2021,east
lapis morsel,$1.99 ,417,12/4/2021,west
pink morsel,$5.00 ,426,12/5/2021,north
pink morsel,$5.00 ,489,12/5/2021,south
pink morsel,$5.00 ,438,12/5/2021,east
pink morsel,$5.00 ,453,12/5/2021,west
gold morsel,$9.99 ,489,12/5/2021,north
gold morsel,$9.99 ,402,12/5/2021,south
gold morsel,$9.99 ,451,12/5/2021,east
gold morsel,$9.99 ,404,12/5/2021,west
magenta morsel,$2.50 ,444,12/5/2021,north
magenta morsel,$2.50 ,490,12/5/2021,south
magenta morsel,$2.50 ,427,12/5/2021,east
magenta morsel,$2.50 ,414,12/5/2021,west
chartreuse morsel,$3.00 ,462,12/5/2021,north
chartreuse morsel,$3.00 ,430,12/5/2021,south
chartreuse morsel,$3.00 ,493,12/5/2021,east
chartreuse morsel,$3.00 ,470,12/5/2021,west
periwinkle morsel,$1.25 ,440,12/5/2021,north
periwinkle morsel,$1.25 ,433,12/5/2021,south
periwinkle morsel,$1.25 ,468,12/5/2021,east
periwinkle morsel,$1.25 ,486,12/5/2021,west
vermilion morsel,$4.99 ,481,12/5/2021,north
vermilion morsel,$4.99 ,440,12/5/2021,south
vermilion morsel,$4.99 ,462,12/5/2021,east
vermilion morsel,$4.99 ,451,12/5/2021,west
lapis morsel,$1.99 ,482,12/5/2021,north
lapis morsel,$1.99 ,444,12/5/2021,south
lapis morsel,$1.99 ,413,12/5/2021,east
lapis morsel,$1.99 ,439,12/5/2021,west
pink morsel,$5.00 ,476,12/6/2021,north
pink morsel,$5.00 ,447,12/6/2021,south
pink morsel,$5.00 ,440,12/6/2021,east
pink morsel,$5.00 ,440,12/6/2021,west
gold morsel,$9.99 ,489,12/6/2021,north
gold morsel,$9.99 ,459,12/6/2021,south
gold morsel,$9.99 ,489,12/6/2021,east
gold morsel,$9.99 ,416,12/6/2021,west
magenta morsel,$2.50 ,426,12/6/2021,north
magenta morsel,$2.50 ,422,12/6/2021,south
magenta morsel,$2.50 ,481,12/6/2021,east
magenta morsel,$2.50 ,459,12/6/2021,west
chartreuse morsel,$3.00 ,424,12/6/2021,north
chartreuse morsel,$3.00 ,459,12/6/2021,south
chartreuse morsel,$3.00 ,485,12/6/2021,east
chartreuse morsel,$3.00 ,465,12/6/2021,west
periwinkle morsel,$1.25 ,496,12/6/2021,north
periwinkle morsel,$1.25 ,467,12/6/2021,south
periwinkle morsel,$1.25 ,495,12/6/2021,east
periwinkle morsel,$1.25 ,466,12/6/2021,west
vermilion morsel,$4.99 ,439,12/6/2021,north
vermilion morsel,$4.99 ,458,12/6/2021,south
vermilion morsel,$4.99 ,408,12/6/2021,east
vermilion morsel,$4.99 ,405,12/6/2021,west
lapis morsel,$1.99 ,478,12/6/2021,north
lapis morsel,$1.99 ,470,12/6/2021,south
lapis morsel,$1.99 ,402,12/6/2021,east
lapis morsel,$1.99 ,434,12/6/2021,west
pink morsel,$5.00 ,418,12/7/2021,north
pink morsel,$5.00 ,433,12/7/2021,south
pink morsel,$5.00 ,460,12/7/2021,east
pink morsel,$5.00 ,480,12/7/2021,west
gold morsel,$9.99 ,474,12/7/2021,north
gold morsel,$9.99 ,485,12/7/2021,south
gold morsel,$9.99 ,441,12/7/2021,east
gold morsel,$9.99 ,454,12/7/2021,west
magenta morsel,$2.50 ,453,12/7/2021,north
magenta morsel,$2.50 ,492,12/7/2021,south
magenta morsel,$2.50 ,427,12/7/2021,east
magenta morsel,$2.50 ,495,12/7/2021,west
chartreuse morsel,$3.00 ,417,12/7/2021,north
chartreuse morsel,$3.00 ,424,12/7/2021,south
chartreuse morsel,$3.00 ,457,12/7/2021,east
chartreuse morsel,$3.00 ,443,12/7/2021,west
periwinkle morsel,$1.25 ,420,12/7/2021,north
periwinkle morsel,$1.25 ,426,12/7/2021,south
periwinkle morsel,$1.25 ,457,12/7/2021,east
periwinkle morsel,$1.25 ,495,12/7/2021,west
vermilion morsel,$4.99 ,402,12/7/2021,north
vermilion morsel,$4.99 ,471,12/7/2021,south
vermilion morsel,$4.99 ,414,12/7/2021,east
vermilion morsel,$4.99 ,459,12/7/2021,west
lapis morsel,$1.99 ,471,12/7/2021,north
lapis morsel,$1.99 ,457,12/7/2021,south
lapis morsel,$1.99 ,494,12/7/2021,east
lapis morsel,$1.99 ,484,12/7/2021,west
pink morsel,$5.00 ,427,12/8/2021,north
pink morsel,$5.00 ,463,12/8/2021,south
pink morsel,$5.00 ,475,12/8/2021,east
pink morsel,$5.00 ,416,12/8/2021,west
gold morsel,$9.99 ,400,12/8/2021,north
gold morsel,$9.99 ,491,12/8/2021,south
gold morsel,$9.99 ,482,12/8/2021,east
gold morsel,$9.99 ,442,12/8/2021,west
magenta morsel,$2.50 ,444,12/8/2021,north
magenta morsel,$2.50 ,412,12/8/2021,south
magenta morsel,$2.50 ,437,12/8/2021,east
magenta morsel,$2.50 ,477,12/8/2021,west
chartreuse morsel,$3.00 ,479,12/8/2021,north
chartreuse morsel,$3.00 ,405,12/8/2021,south
chartreuse morsel,$3.00 ,427,12/8/2021,east
chartreuse morsel,$3.00 ,474,12/8/2021,west
periwinkle morsel,$1.25 ,429,12/8/2021,north
periwinkle morsel,$1.25 ,411,12/8/2021,south
periwinkle morsel,$1.25 ,487,12/8/2021,east
periwinkle morsel,$1.25 ,498,12/8/2021,west
vermilion morsel,$4.99 ,483,12/8/2021,north
vermilion morsel,$4.99 ,428,12/8/2021,south
vermilion morsel,$4.99 ,429,12/8/2021,east
vermilion morsel,$4.99 ,486,12/8/2021,west
lapis morsel,$1.99 ,442,12/8/2021,north
lapis morsel,$1.99 ,437,12/8/2021,south
lapis morsel,$1.99 ,467,12/8/2021,east
lapis morsel,$1.99 ,487,12/8/2021,west
pink morsel,$5.00 ,454,12/9/2021,north
pink morsel,$5.00 ,486,12/9/2021,south
pink morsel,$5.00 ,467,12/9/2021,east
pink morsel,$5.00 ,413,12/9/2021,west
gold morsel,$9.99 ,407,12/9/2021,north
gold morsel,$9.99 ,479,12/9/2021,south
gold morsel,$9.99 ,425,12/9/2021,east
gold morsel,$9.99 ,451,12/9/2021,west
magenta morsel,$2.50 ,430,12/9/2021,north
magenta morsel,$2.50 ,483,12/9/2021,south
magenta morsel,$2.50 ,433,12/9/2021,east
magenta morsel,$2.50 ,440,12/9/2021,west
chartreuse morsel,$3.00 ,494,12/9/2021,north
chartreuse morsel,$3.00 ,428,12/9/2021,south
chartreuse morsel,$3.00 ,500,12/9/2021,east
chartreuse morsel,$3.00 ,405,12/9/2021,west
periwinkle morsel,$1.25 ,495,12/9/2021,north
periwinkle morsel,$1.25 ,433,12/9/2021,south
periwinkle morsel,$1.25 ,411,12/9/2021,east
periwinkle morsel,$1.25 ,482,12/9/2021,west
vermilion morsel,$4.99 ,425,12/9/2021,north
vermilion morsel,$4.99 ,485,12/9/2021,south
vermilion morsel,$4.99 ,409,12/9/2021,east
vermilion morsel,$4.99 ,450,12/9/2021,west
lapis morsel,$1.99 ,414,12/9/2021,north
lapis morsel,$1.99 ,404,12/9/2021,south
lapis morsel,$1.99 ,495,12/9/2021,east
lapis morsel,$1.99 ,404,12/9/2021,west
pink morsel,$5.00 ,447,12/10/2021,north
pink morsel,$5.00 ,475,12/10/2021,south
pink morsel,$5.00 ,480,12/10/2021,east
pink morsel,$5.00 ,461,12/10/2021,west
gold morsel,$9.99 ,500,12/10/2021,north
gold morsel,$9.99 ,480,12/10/2021,south
gold morsel,$9.99 ,479,12/10/2021,east
gold morsel,$9.99 ,442,12/10/2021,west
magenta morsel,$2.50 ,428,12/10/2021,north
magenta morsel,$2.50 ,445,12/10/2021,south
magenta morsel,$2.50 ,438,12/10/2021,east
magenta morsel,$2.50 ,409,12/10/2021,west
chartreuse morsel,$3.00 ,487,12/10/2021,north
chartreuse morsel,$3.00 ,416,12/10/2021,south
chartreuse morsel,$3.00 ,479,12/10/2021,east
chartreuse morsel,$3.00 ,490,12/10/2021,west
periwinkle morsel,$1.25 ,439,12/10/2021,north
periwinkle morsel,$1.25 ,407,12/10/2021,south
periwinkle morsel,$1.25 ,465,12/10/2021,east
periwinkle morsel,$1.25 ,455,12/10/2021,west
vermilion morsel,$4.99 ,444,12/10/2021,north
vermilion morsel,$4.99 ,401,12/10/2021,south
vermilion morsel,$4.99 ,408,12/10/2021,east
vermilion morsel,$4.99 ,441,12/10/2021,west
lapis morsel,$1.99 ,484,12/10/2021,north
lapis morsel,$1.99 ,474,12/10/2021,south
lapis morsel,$1.99 ,459,12/10/2021,east
lapis morsel,$1.99 ,418,12/10/2021,west
pink morsel,$5.00 ,462,12/11/2021,north
pink morsel,$5.00 ,431,12/11/2021,south
pink morsel,$5.00 ,487,12/11/2021,east
pink morsel,$5.00 ,433,12/11/2021,west
gold morsel,$9.99 ,407,12/11/2021,north
gold morsel,$9.99 ,431,12/11/2021,south
gold morsel,$9.99 ,497,12/11/2021,east
gold morsel,$9.99 ,442,12/11/2021,west
magenta morsel,$2.50 ,431,12/11/2021,north
magenta morsel,$2.50 ,459,12/11/2021,south
magenta morsel,$2.50 ,442,12/11/2021,east
magenta morsel,$2.50 ,403,12/11/2021,west
chartreuse morsel,$3.00 ,417,12/11/2021,north
chartreuse morsel,$3.00 ,434,12/11/2021,south
chartreuse morsel,$3.00 ,407,12/11/2021,east
chartreuse morsel,$3.00 ,472,12/11/2021,west
periwinkle morsel,$1.25 ,494,12/11/2021,north
periwinkle morsel,$1.25 ,461,12/11/2021,south
periwinkle morsel,$1.25 ,496,12/11/2021,east
periwinkle morsel,$1.25 ,487,12/11/2021,west
vermilion morsel,$4.99 ,437,12/11/2021,north
vermilion morsel,$4.99 ,494,12/11/2021,south
vermilion morsel,$4.99 ,470,12/11/2021,east
vermilion morsel,$4.99 ,460,12/11/2021,west
lapis morsel,$1.99 ,489,12/11/2021,north
lapis morsel,$1.99 ,423,12/11/2021,south
lapis morsel,$1.99 ,440,12/11/2021,east
lapis morsel,$1.99 ,406,12/11/2021,west
pink morsel,$5.00 ,445,12/12/2021,north
pink morsel,$5.00 ,411,12/12/2021,south
pink morsel,$5.00 ,447,12/12/2021,east
pink morsel,$5.00 ,459,12/12/2021,west
gold morsel,$9.99 ,474,12/12/2021,north
gold morsel,$9.99 ,433,12/12/2021,south
gold morsel,$9.99 ,493,12/12/2021,east
gold morsel,$9.99 ,469,12/12/2021,west
magenta morsel,$2.50 ,490,12/12/2021,north
magenta morsel,$2.50 ,500,12/12/2021,south
magenta morsel,$2.50 ,428,12/12/2021,east
magenta morsel,$2.50 ,454,12/12/2021,west
chartreuse morsel,$3.00 ,446,12/12/2021,north
chartreuse morsel,$3.00 ,441,12/12/2021,south
chartreuse morsel,$3.00 ,449,12/12/2021,east
chartreuse morsel,$3.00 ,497,12/12/2021,west
periwinkle morsel,$1.25 ,493,12/12/2021,north
periwinkle morsel,$1.25 ,478,12/12/2021,south
periwinkle morsel,$1.25 ,450,12/12/2021,east
periwinkle morsel,$1.25 ,432,12/12/2021,west
vermilion morsel,$4.99 ,472,12/12/2021,north
vermilion morsel,$4.99 ,401,12/12/2021,south
vermilion morsel,$4.99 ,472,12/12/2021,east
vermilion morsel,$4.99 ,425,12/12/2021,west
lapis morsel,$1.99 ,466,12/12/2021,north
lapis morsel,$1.99 ,448,12/12/2021,south
lapis morsel,$1.99 ,418,12/12/2021,east
lapis morsel,$1.99 ,402,12/12/2021,west
pink morsel,$5.00 ,408,12/13/2021,north
pink morsel,$5.00 ,464,12/13/2021,south
pink morsel,$5.00 ,422,12/13/2021,east
pink morsel,$5.00 ,436,12/13/2021,west
gold morsel,$9.99 ,498,12/13/2021,north
gold morsel,$9.99 ,478,12/13/2021,south
gold morsel,$9.99 ,432,12/13/2021,east
gold morsel,$9.99 ,479,12/13/2021,west
magenta morsel,$2.50 ,494,12/13/2021,north
magenta morsel,$2.50 ,484,12/13/2021,south
magenta morsel,$2.50 ,461,12/13/2021,east
magenta morsel,$2.50 ,487,12/13/2021,west
chartreuse morsel,$3.00 ,400,12/13/2021,north
chartreuse morsel,$3.00 ,448,12/13/2021,south
chartreuse morsel,$3.00 ,450,12/13/2021,east
chartreuse morsel,$3.00 ,475,12/13/2021,west
periwinkle morsel,$1.25 ,492,12/13/2021,north
periwinkle morsel,$1.25 ,474,12/13/2021,south
periwinkle morsel,$1.25 ,458,12/13/2021,east
periwinkle morsel,$1.25 ,462,12/13/2021,west
vermilion morsel,$4.99 ,466,12/13/2021,north
vermilion morsel,$4.99 ,485,12/13/2021,south
vermilion morsel,$4.99 ,499,12/13/2021,east
vermilion morsel,$4.99 ,497,12/13/2021,west
lapis morsel,$1.99 ,409,12/13/2021,north
lapis morsel,$1.99 ,474,12/13/2021,south
lapis morsel,$1.99 ,445,12/13/2021,east
lapis morsel,$1.99 ,454,12/13/2021,west
pink morsel,$5.00 ,472,12/14/2021,north
pink morsel,$5.00 ,484,12/14/2021,south
